,Date,Open,High,Low,Close,Adj Close,Volume
426,2021-11-22,3.64,3.77,3.44,3.578,3.578,2172498
427,2021-11-23,3.67,3.67,3.38,3.52,3.52,825884
428,2021-11-24,3.51,3.829,3.44,3.719,3.719,1726800
429,2021-11-25,3.75,3.968,3.62,3.95,3.95,2434983
430,2021-11-26,4.2,5.18,4.198,5.084,5.084,9211211
431,2021-11-29,5.38,5.89,4.7,4.852,4.852,8892617
432,2021-11-30,5.1,5.266,4.652,4.78,4.78,2884572
433,2021-12-01,4.8,4.89,4.05,4.223,4.223,4485151
434,2021-12-02,4.325,4.589,4.125,4.32,4.32,2666337
435,2021-12-03,4.25,4.264,4.02,4.033,4.033,1980278
436,2021-12-06,4.0,4.18,3.86,3.939,3.939,1059162
437,2021-12-07,3.9,3.92,3.51,3.586,3.586,2332963
438,2021-12-08,3.55,3.829,3.51,3.647,3.647,1259528
439,2021-12-09,3.66,3.958,3.59,3.79,3.79,1330319
440,2021-12-10,3.86,3.948,3.68,3.698,3.698,986919
441,2021-12-13,3.667,4.178,3.6,4.178,4.178,1444353
442,2021-12-14,4.2,4.469,4.014,4.149,4.149,2351333
443,2021-12-15,4.2,4.51,4.028,4.51,4.51,1346713
444,2021-12-16,4.566,4.75,4.32,4.359,4.359,1846702
445,2021-12-17,4.3,4.471,4.15,4.347,4.347,1620108
446,2021-12-20,4.396,4.505,4.16,4.439,4.439,1259095
447,2021-12-21,4.45,4.5,4.246,4.252,4.252,764604
448,2021-12-22,4.293,4.32,4.132,4.278,4.278,964016
449,2021-12-23,4.286,4.4,4.227,4.36,4.36,789401
450,2021-12-24,4.389,4.448,4.316,4.322,4.322,455807
451,2021-12-27,4.411,4.94,4.354,4.94,4.94,2660910
452,2021-12-28,4.92,5.078,4.6,4.67,4.67,2270244
453,2021-12-29,4.66,4.697,4.332,4.34,4.34,1595841
454,2021-12-30,4.33,4.586,4.33,4.487,4.487,1109860
455,2021-12-31,4.462,4.503,4.321,4.38,4.38,542866
456,2022-01-03,4.35,4.636,4.35,4.412,4.412,700253
457,2022-01-04,4.415,4.443,3.952,4.123,4.123,1862892
458,2022-01-05,4.0,4.04,3.785,3.877,3.877,1582100
459,2022-01-06,3.84,4.05,3.793,3.85,3.85,611393
460,2022-01-07,3.851,3.918,3.761,3.819,3.819,511600
461,2022-01-10,3.876,3.97,3.765,3.81,3.81,525471
462,2022-01-11,3.78,3.911,3.67,3.705,3.705,585723
463,2022-01-12,3.672,3.8,3.621,3.67,3.67,541497
464,2022-01-13,3.622,3.742,3.622,3.632,3.632,374073
465,2022-01-14,3.621,3.65,3.521,3.526,3.526,469792
466,2022-01-17,3.518,3.518,3.283,3.483,3.483,1037556
467,2022-01-18,3.477,3.477,3.34,3.415,3.415,443528
468,2022-01-19,3.374,3.502,3.236,3.256,3.256,917446
469,2022-01-20,3.201,3.228,2.97,3.219,3.219,1584450
470,2022-01-21,3.22,3.36,3.118,3.175,3.175,692604
471,2022-01-24,3.1,3.167,2.77,2.88,2.88,1346684
472,2022-01-25,2.6,2.69,2.17,2.172,2.172,5101307
473,2022-01-26,2.096,2.36,2.05,2.17,2.17,2387670
474,2022-01-27,2.132,2.25,2.081,2.11,2.11,933896
475,2022-01-28,2.1,2.18,2.021,2.049,2.049,1019210
476,2022-01-31,2.059,2.16,1.8865,2.0,2.0,1611917
477,2022-02-01,2.04,2.12,1.9585,2.04,2.04,834815
478,2022-02-02,2.044,2.08,1.956,1.9685,1.9685,846957
479,2022-02-03,1.966,1.9995,1.8635,1.887,1.887,722335
480,2022-02-04,1.88,2.047,1.85,1.9295,1.9295,1520938
481,2022-02-07,1.95,2.099,1.95,2.059,2.059,1748871
482,2022-02-08,2.096,2.186,2.083,2.1,2.1,1559351
483,2022-02-09,2.119,2.126,2.02,2.04,2.04,1649789
484,2022-02-10,2.03,2.147,2.03,2.112,2.112,753331
485,2022-02-11,2.12,2.13,2.08,2.1,2.1,455168
486,2022-02-14,2.077,2.077,2.022,2.03,2.03,668367
487,2022-02-15,2.036,2.556,2.03,2.556,2.556,1601254
488,2022-02-16,2.714,2.8,2.337,2.351,2.351,2734201
489,2022-02-17,2.42,2.505,2.362,2.38,2.38,786277
490,2022-02-18,2.362,2.456,2.17,2.36,2.36,879936
491,2022-02-21,2.335,2.401,2.21,2.222,2.222,477582
492,2022-02-22,2.16,2.221,2.11,2.142,2.142,554387
493,2022-02-23,2.162,2.169,2.093,2.11,2.11,363075
494,2022-02-24,2.046,2.059,1.96,2.031,2.031,1188664
495,2022-02-25,2.021,2.139,2.021,2.096,2.096,336743
496,2022-02-28,2.022,2.06,1.99,2.009,2.009,245239
497,2022-03-01,2.001,2.066,1.886,1.898,1.898,722001
498,2022-03-02,1.895,1.948,1.852,1.894,1.894,374980
499,2022-03-03,1.89,1.91,1.811,1.816,1.816,704547
500,2022-03-04,1.805,1.86,1.6815,1.7195,1.7195,1122839
501,2022-03-07,1.7,1.7015,1.5975,1.6415,1.6415,994164
502,2022-03-08,1.6525,1.82,1.6495,1.7,1.7,843240
503,2022-03-09,1.8,1.9395,1.744,1.929,1.929,913812
504,2022-03-10,1.93,1.9915,1.87,1.8905,1.8905,422331
505,2022-03-11,1.9,2.25,1.9,2.12,2.12,1209949
506,2022-03-14,2.239,2.55,2.2,2.51,2.51,2133559
507,2022-03-15,2.51,2.687,2.31,2.647,2.647,1933843
508,2022-03-16,2.72,2.863,2.556,2.611,2.611,1774032
509,2022-03-17,2.615,2.648,2.4,2.4,2.4,639378
510,2022-03-18,2.411,2.525,2.366,2.45,2.45,542428
511,2022-03-21,2.5,2.88,2.411,2.85,2.85,1294089
512,2022-03-22,2.813,2.979,2.719,2.776,2.776,1067845
513,2022-03-23,2.74,2.872,2.633,2.634,2.634,569664
514,2022-03-24,2.642,2.74,2.642,2.652,2.652,280813
515,2022-03-25,2.7,2.82,2.68,2.738,2.738,667120
516,2022-03-28,2.762,2.939,2.76,2.842,2.842,633276
517,2022-03-29,2.888,2.902,2.75,2.753,2.753,415181
518,2022-03-30,2.777,2.777,2.642,2.652,2.652,408561
519,2022-03-31,2.654,2.7,2.513,2.545,2.545,499636
520,2022-04-01,2.514,2.74,2.506,2.639,2.639,435108
521,2022-04-04,2.653,2.969,2.651,2.896,2.896,1510574
522,2022-04-05,2.89,2.906,2.742,2.774,2.774,464474
523,2022-04-06,2.75,2.774,2.665,2.682,2.682,346316
524,2022-04-07,2.687,2.79,2.602,2.602,2.602,451782
525,2022-04-08,2.602,2.74,2.602,2.66,2.66,297459
526,2022-04-11,2.7,2.765,2.66,2.744,2.744,281699
527,2022-04-12,2.77,2.777,2.64,2.656,2.656,298080
528,2022-04-13,2.655,2.768,2.641,2.739,2.739,256773
529,2022-04-14,2.728,2.74,2.625,2.701,2.701,490816
530,2022-04-19,2.665,2.665,2.502,2.52,2.52,466339
531,2022-04-20,2.549,2.549,2.379,2.403,2.403,359861
532,2022-04-21,2.435,2.47,2.358,2.394,2.394,483254
533,2022-04-22,2.33,2.4,2.262,2.262,2.262,371938
534,2022-04-25,2.288,2.32,2.229,2.28,2.28,547456
535,2022-04-26,2.004,2.07,1.92,1.97,1.97,1594820
536,2022-04-27,1.98,2.0,1.91,1.93,1.93,260673
537,2022-04-28,1.65,1.863,1.63,1.7465,1.7465,996412
538,2022-04-29,1.74,1.9785,1.727,1.894,1.894,494302
539,2022-05-02,1.94,1.94,1.772,1.828,1.828,292288
540,2022-05-03,1.85,1.9275,1.818,1.92,1.92,249577
541,2022-05-04,1.875,1.9045,1.8,1.825,1.825,284739
542,2022-05-05,1.8615,1.943,1.7805,1.822,1.822,300380
543,2022-05-06,1.8,1.8175,1.762,1.8085,1.8085,147245
544,2022-05-09,1.834,1.834,1.6805,1.71,1.71,350287
545,2022-05-10,1.6905,1.83,1.6905,1.7585,1.7585,295961
546,2022-05-11,1.79,1.8245,1.752,1.8095,1.8095,175335
547,2022-05-12,1.79,1.79,1.7205,1.781,1.781,226523
548,2022-05-13,1.7815,1.8975,1.78,1.8255,1.8255,364207
549,2022-05-16,1.84,1.896,1.82,1.8575,1.8575,299148
550,2022-05-17,1.8385,1.935,1.8205,1.8965,1.8965,229713
551,2022-05-18,1.8675,1.9675,1.864,1.89,1.89,228239
552,2022-05-19,1.86,1.9055,1.78,1.804,1.804,323047
553,2022-05-20,1.81,1.888,1.7955,1.887,1.887,263908
554,2022-05-23,1.9,1.9285,1.765,1.784,1.784,261965
555,2022-05-24,1.8,1.8,1.72,1.748,1.748,268103
556,2022-05-25,1.724,1.743,1.674,1.71,1.71,265614
557,2022-05-26,1.6925,1.775,1.69,1.729,1.729,225919
558,2022-05-27,1.77,1.77,1.711,1.7455,1.7455,137061
559,2022-05-30,1.76,1.8735,1.7595,1.864,1.864,373636
560,2022-05-31,1.85,1.855,1.7725,1.7725,1.7725,248098
561,2022-06-01,1.8595,1.96,1.786,1.786,1.786,754763
562,2022-06-02,1.844,1.844,1.721,1.721,1.721,238043
563,2022-06-03,1.721,1.7435,1.681,1.683,1.683,239108
564,2022-06-06,1.7,1.829,1.7,1.792,1.792,296446
565,2022-06-07,1.79,1.79,1.716,1.765,1.765,144234
566,2022-06-08,1.75,1.79,1.736,1.779,1.779,122417
567,2022-06-09,1.76,1.8495,1.76,1.7905,1.7905,270897
568,2022-06-10,1.7905,1.7905,1.701,1.7165,1.7165,246774
569,2022-06-13,1.701,1.7095,1.62,1.621,1.621,280174
570,2022-06-14,1.621,1.6485,1.53,1.54,1.54,313166
571,2022-06-15,1.5505,1.6455,1.5505,1.64,1.64,187852
572,2022-06-16,1.6295,1.6895,1.5605,1.579,1.579,254150
573,2022-06-17,1.58,1.59,1.5425,1.5675,1.5675,137994
574,2022-06-20,1.6,1.7565,1.598,1.733,1.733,506974
575,2022-06-21,1.71,1.7785,1.6375,1.65,1.65,277248
576,2022-06-22,1.65,1.722,1.62,1.72,1.72,349959
577,2022-06-23,1.71,1.7355,1.651,1.651,1.651,149872
578,2022-06-24,1.661,1.76,1.661,1.703,1.703,383371
579,2022-06-27,1.7,1.7375,1.61,1.62,1.62,397758
580,2022-06-28,1.6795,1.9535,1.605,1.903,1.903,2105948
581,2022-06-29,1.85,1.998,1.791,1.8435,1.8435,1007985
582,2022-06-30,1.82,1.8965,1.765,1.8655,1.8655,582669
583,2022-07-01,1.9,1.935,1.82,1.8565,1.8565,482129
584,2022-07-04,1.89,2.048,1.8245,1.857,1.857,1754622
585,2022-07-05,1.885,1.8945,1.7015,1.719,1.719,775076
586,2022-07-06,1.7995,1.7995,1.719,1.738,1.738,325720
587,2022-07-07,1.482,1.53,1.275,1.305,1.305,2721513
588,2022-07-08,1.3265,1.3565,1.258,1.338,1.338,672178
589,2022-07-11,1.325,1.428,1.325,1.343,1.343,611217
590,2022-07-12,1.343,1.375,1.31,1.372,1.372,247489
591,2022-07-13,1.3695,1.3875,1.31,1.324,1.324,216268
592,2022-07-14,1.305,1.339,1.271,1.28,1.28,191920
593,2022-07-15,1.45,1.4745,1.3705,1.39,1.39,1054033
594,2022-07-18,1.4295,1.4295,1.346,1.346,1.346,162960
595,2022-07-19,1.366,1.3915,1.3505,1.375,1.375,130051
596,2022-07-20,1.36,1.4185,1.343,1.3575,1.3575,236538
597,2022-07-21,1.379,1.379,1.316,1.3355,1.3355,270002
598,2022-07-22,1.315,1.349,1.28,1.281,1.281,388577
599,2022-07-25,1.281,1.333,1.281,1.3005,1.3005,170568
600,2022-07-26,1.323,1.323,1.236,1.251,1.251,391883
601,2022-07-27,1.242,1.313,1.233,1.296,1.296,257809
602,2022-07-28,1.29,1.34,1.28,1.2935,1.2935,286456
603,2022-07-29,1.3005,1.34,1.2855,1.3125,1.3125,225665
604,2022-08-01,1.303,1.385,1.303,1.377,1.377,309175
605,2022-08-02,1.37,1.37,1.3215,1.34,1.34,131917
606,2022-08-03,1.3745,1.444,1.3305,1.355,1.355,658626
607,2022-08-04,1.418,1.4585,1.387,1.388,1.388,452552
608,2022-08-05,1.4,1.4185,1.3745,1.4,1.4,120488
609,2022-08-08,1.42,1.4375,1.388,1.417,1.417,166807
610,2022-08-09,1.39,1.4295,1.36,1.386,1.386,171630
611,2022-08-10,1.4,1.4,1.361,1.378,1.378,111354
612,2022-08-11,1.38,1.393,1.3615,1.371,1.371,142123
613,2022-08-12,1.39,1.39,1.345,1.345,1.345,136591
614,2022-08-15,1.37,1.4,1.34,1.342,1.342,170566
615,2022-08-16,1.342,1.3675,1.3315,1.3565,1.3565,121425
616,2022-08-17,1.3645,1.3715,1.268,1.2815,1.2815,358397
617,2022-08-18,1.3,1.317,1.28,1.284,1.284,126578
618,2022-08-19,1.28,1.3095,1.2645,1.2785,1.2785,159658
619,2022-08-22,1.275,1.285,1.24,1.241,1.241,166191
620,2022-08-23,1.24,1.2695,1.202,1.22,1.22,187200
621,2022-08-24,1.21,1.2285,1.18,1.2285,1.2285,198309
622,2022-08-25,1.2285,1.235,1.182,1.182,1.182,176281
623,2022-08-26,1.183,1.21,1.111,1.115,1.115,521597
624,2022-08-29,1.11,1.1495,1.042,1.13,1.13,549851
625,2022-08-30,1.1305,1.189,1.1305,1.165,1.165,286977
626,2022-08-31,1.17,1.2195,1.126,1.185,1.185,271544
627,2022-09-01,1.19,1.2,1.104,1.122,1.122,236353
628,2022-09-02,1.1195,1.14,1.052,1.077,1.077,401656
629,2022-09-05,1.0995,1.0995,1.06,1.08,1.08,137752
630,2022-09-06,1.095,1.11,1.07,1.0705,1.0705,146040
631,2022-09-07,1.07,1.095,1.042,1.05,1.05,194956
632,2022-09-08,1.05,1.085,0.9682,0.995,0.995,511152
633,2022-09-09,0.97,1.08,0.97,1.05,1.05,436111
634,2022-09-12,1.065,1.067,1.0125,1.028,1.028,140463
635,2022-09-13,1.03,1.0955,1.0265,1.048,1.048,376834
636,2022-09-14,1.06,1.074,1.022,1.05,1.05,99234
637,2022-09-15,1.027,1.0555,1.0105,1.0115,1.0115,96314
638,2022-09-16,1.01,1.022,0.9906,0.9908,0.9908,112780
639,2022-09-19,1.02,1.02,0.993,1.01,1.01,165788
640,2022-09-20,0.993,1.01,0.97,0.9702,0.9702,257259
641,2022-09-21,0.9702,1.0,0.9702,0.971,0.971,126160
642,2022-09-22,0.9798,0.98,0.903,0.93,0.93,219804
643,2022-09-23,0.92,0.95,0.83,0.85,0.85,529742
644,2022-09-26,0.852,1.125,0.83,1.05,1.05,1963941
645,2022-09-27,1.055,1.091,0.951,0.9526,0.9526,550267
646,2022-09-28,0.97,0.97,0.8706,0.9,0.9,528544
647,2022-09-29,0.882,0.882,0.8,0.8102,0.8102,954194
648,2022-09-30,0.82,0.8672,0.791,0.791,0.791,282643
649,2022-10-03,0.8,0.854,0.8,0.81,0.81,249896
650,2022-10-04,0.84,0.882,0.8248,0.845,0.845,227457
651,2022-10-05,0.85,0.935,0.8482,0.921,0.921,461360
652,2022-10-06,0.936,1.02,0.921,0.954,0.954,428444
653,2022-10-07,0.977,1.025,0.9382,1.0,1.0,421186
654,2022-10-10,0.9556,0.9674,0.9,0.9212,0.9212,420136
655,2022-10-11,0.9184,0.9602,0.896,0.9052,0.9052,164493
656,2022-10-12,0.935,0.954,0.8918,0.928,0.928,294622
657,2022-10-13,0.91,0.933,0.8976,0.933,0.933,164885
658,2022-10-14,0.93,0.9588,0.915,0.915,0.915,103740
659,2022-10-17,0.915,0.959,0.9002,0.9494,0.9494,151032
660,2022-10-18,0.9392,0.955,0.925,0.9262,0.9262,156828
661,2022-10-19,0.94,0.94,0.9,0.9294,0.9294,199111
662,2022-10-20,0.9292,0.9292,0.8782,0.907,0.907,278598
663,2022-10-21,0.9072,0.9138,0.8712,0.877,0.877,155643
664,2022-10-24,0.88,0.89,0.8612,0.8726,0.8726,156717
665,2022-10-25,0.8726,0.9002,0.865,0.869,0.869,91437
666,2022-10-26,0.8732,0.903,0.8732,0.8984,0.8984,121706
667,2022-10-27,0.898,0.898,0.842,0.8632,0.8632,238244
668,2022-10-28,0.875,0.88,0.83,0.8336,0.8336,154471
669,2022-10-31,0.85,0.851,0.82,0.83,0.83,132286
670,2022-11-01,0.82,0.8558,0.82,0.821,0.821,145023
671,2022-11-02,0.8202,0.845,0.82,0.824,0.824,94093
672,2022-11-03,0.83,0.8398,0.81,0.8194,0.8194,77001
673,2022-11-04,0.825,0.825,0.807,0.8118,0.8118,84754
674,2022-11-07,0.8248,0.8388,0.807,0.8198,0.8198,97074
675,2022-11-08,0.8198,0.8198,0.805,0.8168,0.8168,62966
676,2022-11-09,0.8062,0.86,0.8062,0.8234,0.8234,133270
677,2022-11-10,0.842,0.842,0.7542,0.7774,0.7774,775591
678,2022-11-11,0.7798,0.7996,0.77,0.777,0.777,290569
679,2022-11-14,0.78,0.7964,0.7704,0.782,0.782,122286
680,2022-11-15,0.785,0.795,0.7652,0.7766,0.7766,220759
681,2022-11-16,0.77,0.79,0.735,0.738,0.738,276534
682,2022-11-17,0.74,0.74,0.708,0.7118,0.7118,176784
683,2022-11-18,0.72,0.74,0.7082,0.735,0.735,143139
684,2022-11-21,0.72,0.7278,0.707,0.707,0.707,96268
685,2022-11-22,0.71,0.72,0.7,0.714,0.714,135910
686,2022-11-23,0.71,0.746,0.7002,0.72,0.72,273309
687,2022-11-24,0.727,0.776,0.709,0.7226,0.7226,347915
688,2022-11-25,0.7216,0.73,0.7104,0.715,0.715,120690
689,2022-11-28,0.7162,0.77,0.7118,0.76,0.76,474485
690,2022-11-29,0.758,0.7648,0.7104,0.7192,0.7192,277859
691,2022-11-30,0.73,0.8588,0.72,0.83,0.83,2087411
692,2022-12-01,0.8164,0.8598,0.7822,0.809,0.809,711115
693,2022-12-02,0.819,0.8398,0.7802,0.8184,0.8184,322512
694,2022-12-05,0.83,0.843,0.7904,0.84,0.84,289068
695,2022-12-06,0.843,0.97,0.8306,0.906,0.906,973929
696,2022-12-07,0.93,0.97,0.91,0.956,0.956,655115
697,2022-12-08,0.956,0.967,0.9,0.9312,0.9312,343081
698,2022-12-09,0.952,0.989,0.9268,0.958,0.958,353703
699,2022-12-12,0.96,0.98,0.8802,0.8908,0.8908,379373
700,2022-12-13,0.886,0.89,0.85,0.861,0.861,333421
701,2022-12-14,0.8216,0.8624,0.811,0.83,0.83,290211
702,2022-12-15,0.8278,0.833,0.7504,0.77,0.77,448188
703,2022-12-16,0.77,0.8048,0.7494,0.7594,0.7594,254690
704,2022-12-19,0.76,0.7696,0.7238,0.7322,0.7322,145322
705,2022-12-20,0.7424,0.816,0.7322,0.812,0.812,277040
706,2022-12-21,0.825,0.833,0.77,0.78,0.78,234228
707,2022-12-22,0.775,0.81,0.76,0.7846,0.7846,232884
708,2022-12-23,0.7824,0.7846,0.745,0.76,0.76,119636
709,2022-12-27,0.7552,0.7676,0.723,0.727,0.727,213432
710,2022-12-28,0.7272,0.7464,0.721,0.722,0.722,247120
711,2022-12-29,0.726,1.05,0.726,0.9614,0.9614,3499936
712,2022-12-30,0.95,1.264,0.89,1.2295,1.2295,5063561
713,2023-01-02,1.33,1.988,1.31,1.774,1.774,5492819
714,2023-01-03,1.6985,1.78,1.385,1.4885,1.4885,5809069
715,2023-01-04,1.45,1.47,1.206,1.2175,1.2175,3217490
716,2023-01-05,1.214,1.2755,1.116,1.117,1.117,2066039
717,2023-01-06,1.126,1.22,1.0215,1.0355,1.0355,1680940
718,2023-01-09,1.051,1.12,0.97,1.11,1.11,1430278
719,2023-01-10,1.11,1.11,1.0145,1.0145,1.0145,814779
720,2023-01-11,1.015,1.076,0.951,0.964,0.964,1153925
721,2023-01-12,0.96,0.9982,0.89,0.9104,0.9104,916600
722,2023-01-13,0.92,0.9454,0.88,0.943,0.943,782410
723,2023-01-16,0.9484,0.982,0.91,0.91,0.91,589504
724,2023-01-17,0.92,0.9258,0.8912,0.9146,0.9146,220482
725,2023-01-18,0.9102,0.9216,0.8672,0.8672,0.8672,436335
726,2023-01-19,0.8652,0.8796,0.8264,0.8264,0.8264,413637
727,2023-01-20,0.8242,0.8978,0.811,0.8866,0.8866,686966
728,2023-01-23,0.8998,1.088,0.8566,1.06,1.06,1768608
729,2023-01-24,1.02,1.066,0.92,0.9402,0.9402,1836814
730,2023-01-25,0.93,0.9538,0.8822,0.9152,0.9152,556926
731,2023-01-26,0.9,0.9298,0.8524,0.87,0.87,948764
732,2023-01-27,0.856,0.882,0.841,0.853,0.853,702305
733,2023-01-30,0.841,0.87,0.8142,0.8182,0.8182,565674
734,2023-01-31,0.823,0.8386,0.78,0.8084,0.8084,633043
735,2023-02-01,0.826,0.8474,0.7854,0.8202,0.8202,301531
736,2023-02-02,0.82,0.8288,0.7726,0.779,0.779,464553
737,2023-02-03,0.78,0.788,0.75,0.7768,0.7768,586547
738,2023-02-06,0.78,0.799,0.7414,0.781,0.781,567846
739,2023-02-07,0.7898,0.7898,0.7422,0.745,0.745,267375
740,2023-02-08,0.774,0.7878,0.7456,0.777,0.777,339941
741,2023-02-09,0.761,0.7766,0.7502,0.7644,0.7644,180057
742,2023-02-10,0.779,0.779,0.7514,0.7534,0.7534,103137
743,2023-02-13,0.7544,0.772,0.753,0.762,0.762,115709
744,2023-02-14,0.762,0.7718,0.7474,0.75,0.75,201905
745,2023-02-15,0.75,0.7596,0.735,0.735,0.735,239410
746,2023-02-16,0.74,0.755,0.74,0.7484,0.7484,141086
747,2023-02-17,0.7468,0.7552,0.72,0.72,0.72,378380
748,2023-02-20,0.7208,0.7248,0.7,0.704,0.704,414018
749,2023-02-21,0.7036,0.7096,0.6812,0.701,0.701,297788
750,2023-02-22,0.6936,0.6998,0.672,0.6806,0.6806,268066
751,2023-02-23,0.6552,0.698,0.6552,0.693,0.693,276710
752,2023-02-24,0.693,0.814,0.68,0.7362,0.7362,953404
753,2023-02-27,0.746,0.75,0.69,0.7044,0.7044,301976
754,2023-02-28,0.704,0.741,0.695,0.709,0.709,225850
755,2023-03-01,0.7,0.72,0.6982,0.6982,0.6982,93185
756,2023-03-02,0.7,0.708,0.681,0.6952,0.6952,154278
757,2023-03-03,0.6858,0.7,0.67,0.6938,0.6938,303996
758,2023-03-06,0.6704,0.69,0.665,0.6772,0.6772,349988
759,2023-03-07,0.67,0.69,0.67,0.674,0.674,101340
760,2023-03-08,0.67,0.6796,0.661,0.6628,0.6628,91904
761,2023-03-09,0.6622,0.68,0.6622,0.6718,0.6718,83697
762,2023-03-10,0.666,0.6784,0.657,0.66,0.66,107476
763,2023-03-13,0.66,0.6676,0.6186,0.6348,0.6348,281758
764,2023-03-14,0.63,0.6932,0.628,0.6932,0.6932,246167
765,2023-03-15,0.6998,0.719,0.6334,0.643,0.643,330210
766,2023-03-16,0.65,0.6588,0.621,0.629,0.629,113567
767,2023-03-17,0.629,0.65,0.6184,0.6206,0.6206,78374
768,2023-03-20,0.628,0.628,0.59,0.59,0.59,230638
769,2023-03-21,0.6,0.6424,0.6,0.6138,0.6138,189025
770,2023-03-22,0.618,0.646,0.603,0.6412,0.6412,75911
771,2023-03-23,0.63,0.6346,0.615,0.6244,0.6244,83293
772,2023-03-24,0.62,0.64,0.6062,0.612,0.612,82879
773,2023-03-27,0.605,0.6246,0.6032,0.6218,0.6218,149262
774,2023-03-28,0.6218,0.656,0.6204,0.6212,0.6212,153425
775,2023-03-29,0.62,0.63,0.6062,0.63,0.63,74417
776,2023-03-30,0.62,0.6644,0.62,0.6486,0.6486,234386
777,2023-03-31,0.6486,0.66,0.64,0.64,0.64,46940
778,2023-04-03,0.618,0.646,0.618,0.621,0.621,119744
779,2023-04-04,0.621,0.654,0.619,0.638,0.638,197053
780,2023-04-05,0.625,0.6325,0.608,0.614,0.614,81620
781,2023-04-06,0.62,0.633,0.61,0.625,0.625,77326
782,2023-04-11,0.63,0.65,0.63,0.6495,0.6495,166573
783,2023-04-12,0.65,0.655,0.6315,0.6315,0.6315,58500
784,2023-04-13,0.6315,0.64,0.625,0.6255,0.6255,53211
785,2023-04-14,0.6255,0.65,0.6255,0.6335,0.6335,71648
786,2023-04-17,0.64,0.64,0.615,0.617,0.617,94847
787,2023-04-18,0.636,0.636,0.6,0.6,0.6,188069
788,2023-04-19,0.6,0.63,0.6,0.6135,0.6135,118157
789,2023-04-20,0.614,0.621,0.605,0.621,0.621,52551
790,2023-04-21,0.62,0.62,0.59,0.591,0.591,205257
791,2023-04-24,0.591,0.591,0.565,0.565,0.565,146380
792,2023-04-25,0.57,0.5795,0.5515,0.57,0.57,145680
793,2023-04-26,0.562,0.5765,0.553,0.553,0.553,128858
794,2023-04-27,0.58,0.6015,0.569,0.5785,0.5785,224783
795,2023-04-28,0.59,0.591,0.557,0.5625,0.5625,165153
796,2023-05-02,0.56,0.57,0.5255,0.54,0.54,170438
797,2023-05-03,0.54,0.54,0.522,0.526,0.526,108528
798,2023-05-04,0.5,0.5385,0.498,0.5165,0.5165,115847
799,2023-05-05,0.516,0.531,0.515,0.5175,0.5175,89516
800,2023-05-08,0.53,0.53,0.509,0.517,0.517,61058
801,2023-05-09,0.52,0.52,0.4952,0.505,0.505,115133
802,2023-05-10,0.505,0.5095,0.48,0.481,0.481,181107
803,2023-05-11,0.478,0.4888,0.474,0.476,0.476,120351
804,2023-05-12,0.485,0.548,0.4846,0.499,0.499,623863
805,2023-05-15,0.499,0.51,0.4744,0.475,0.475,218461
806,2023-05-16,0.48,0.4918,0.4714,0.4724,0.4724,110086
807,2023-05-17,0.48,0.489,0.4702,0.4702,0.4702,112848
808,2023-05-18,0.481,0.481,0.47,0.4738,0.4738,64845
809,2023-05-19,0.479,0.485,0.466,0.479,0.479,117400
810,2023-05-22,0.473,0.484,0.47,0.4722,0.4722,67348
811,2023-05-23,0.47,0.4784,0.4622,0.4622,0.4622,97409
812,2023-05-24,0.47,0.4778,0.4602,0.4616,0.4616,152028
813,2023-05-25,0.46,0.4988,0.46,0.486,0.486,261441
814,2023-05-26,0.486,0.486,0.464,0.4662,0.4662,135996
815,2023-05-29,0.462,0.47,0.462,0.463,0.463,24963
816,2023-05-30,0.47,0.473,0.4642,0.4646,0.4646,62450
817,2023-05-31,0.464,0.47,0.4602,0.466,0.466,48934
818,2023-06-01,0.466,0.469,0.458,0.469,0.469,74865
819,2023-06-02,0.47,0.4946,0.47,0.481,0.481,231315
820,2023-06-05,0.481,0.5,0.481,0.494,0.494,118816
821,2023-06-06,0.4994,0.4994,0.486,0.493,0.493,63208
822,2023-06-07,0.49,0.495,0.478,0.49,0.49,63227
823,2023-06-08,0.4994,0.4994,0.4804,0.488,0.488,48907
824,2023-06-09,0.49,0.4996,0.4842,0.496,0.496,80390
825,2023-06-12,0.4954,0.4954,0.47,0.482,0.482,147446
826,2023-06-13,0.47,0.485,0.47,0.4786,0.4786,67648
827,2023-06-14,0.48,0.4874,0.469,0.469,0.469,110422
828,2023-06-15,0.469,0.4748,0.468,0.4742,0.4742,38306
829,2023-06-16,0.46,0.47,0.46,0.4612,0.4612,159643
830,2023-06-19,0.463,0.4632,0.458,0.4614,0.4614,46403
831,2023-06-20,0.463,0.463,0.445,0.4482,0.4482,131198
832,2023-06-21,0.455,0.4598,0.447,0.4524,0.4524,59838
833,2023-06-22,0.44,0.4502,0.44,0.44,0.44,116003
834,2023-06-23,0.45,0.45,0.44,0.4406,0.4406,62168
835,2023-06-26,0.44,0.446,0.4312,0.444,0.444,78262
836,2023-06-27,0.444,0.444,0.4312,0.438,0.438,48035
837,2023-06-28,0.44,0.44,0.422,0.4266,0.4266,57935
838,2023-06-29,0.4266,0.4318,0.42,0.4232,0.4232,58966
839,2023-06-30,0.4248,0.426,0.42,0.4238,0.4238,53587
840,2023-07-03,0.4294,0.599,0.4292,0.55,0.55,1811437
841,2023-07-04,0.56,0.5665,0.501,0.5025,0.5025,622223
842,2023-07-05,0.51,0.51,0.47,0.48,0.48,207499
