,Date,Open,High,Low,Close,Adj Close,Volume
843,2023-07-06,0.48,0.4986,0.461,0.485,0.485,183552
844,2023-07-07,0.48,0.48,0.461,0.4788,0.4788,47621
845,2023-07-10,0.48,0.48,0.4656,0.48,0.48,34971
846,2023-07-11,0.493,0.5195,0.4806,0.5195,0.5195,108901
847,2023-07-12,0.5195,0.53,0.506,0.5255,0.5255,108084
848,2023-07-13,0.528,0.528,0.51,0.522,0.522,102457
849,2023-07-14,0.5215,0.5215,0.51,0.515,0.515,50589
850,2023-07-17,0.52,0.53,0.5105,0.529,0.529,77558
851,2023-07-18,0.53,0.53,0.516,0.527,0.527,61050
852,2023-07-19,0.518,0.54,0.516,0.5205,0.5205,91911
853,2023-07-20,0.53,0.53,0.523,0.529,0.529,28344
854,2023-07-21,0.53,0.5435,0.5245,0.54,0.54,111247
855,2023-07-24,0.54,0.7065,0.536,0.695,0.695,2057346
856,2023-07-25,0.6995,0.869,0.653,0.804,0.804,3346722
857,2023-07-26,0.818,0.85,0.722,0.7585,0.7585,1197547
858,2023-07-27,0.7885,0.7885,0.67,0.706,0.706,812266
859,2023-07-28,0.72,0.72,0.66,0.716,0.716,446402
860,2023-07-31,0.716,0.786,0.6915,0.7295,0.7295,760448
861,2023-08-01,0.75,0.778,0.704,0.725,0.725,372714
862,2023-08-02,0.726,0.726,0.702,0.7125,0.7125,123011
863,2023-08-03,0.7025,0.7425,0.7025,0.7425,0.7425,174013
864,2023-08-04,0.745,0.755,0.71,0.725,0.725,159522
865,2023-08-07,0.735,0.735,0.68,0.6865,0.6865,196071
866,2023-08-08,0.681,0.6875,0.652,0.652,0.652,165700
867,2023-08-09,0.6525,0.713,0.62,0.7,0.7,495595
868,2023-08-10,0.708,0.82,0.708,0.77,0.77,991887
869,2023-08-11,0.788,0.9,0.775,0.888,0.888,2754552
870,2023-08-14,0.918,0.995,0.898,0.9075,0.9075,2808602
871,2023-08-15,0.89,0.905,0.85,0.87,0.87,626139
872,2023-08-16,0.853,0.938,0.82,0.902,0.902,813095
873,2023-08-17,0.8945,0.9595,0.871,0.948,0.948,706556
874,2023-08-18,0.9495,0.974,0.91,0.931,0.931,655604
875,2023-08-21,0.94,0.9735,0.898,0.937,0.937,554252
876,2023-08-22,0.92,0.94,0.88,0.9,0.9,500645
877,2023-08-23,0.9,0.917,0.873,0.89,0.89,276781
878,2023-08-24,0.88,0.902,0.822,0.8585,0.8585,349667
879,2023-08-25,0.841,0.895,0.8205,0.866,0.866,361129
880,2023-08-28,0.898,0.935,0.88,0.9345,0.9345,437797
881,2023-08-29,0.938,0.956,0.909,0.9105,0.9105,516571
882,2023-08-30,0.93,0.93,0.881,0.9055,0.9055,297907
883,2023-08-31,0.92,0.928,0.882,0.885,0.885,243139
884,2023-09-01,0.887,0.9165,0.835,0.86,0.86,358232
885,2023-09-04,0.8555,0.96,0.8505,0.9275,0.9275,975147
886,2023-09-05,0.9225,0.939,0.8895,0.9,0.9,171399
887,2023-09-06,0.9,0.905,0.865,0.8745,0.8745,274034
888,2023-09-07,0.88,0.894,0.8605,0.8715,0.8715,175483
889,2023-09-08,0.87,0.94,0.855,0.931,0.931,266022
890,2023-09-11,0.922,0.955,0.907,0.95,0.95,802050
891,2023-09-12,0.94,0.9445,0.893,0.905,0.905,548795
892,2023-09-13,0.888,0.9035,0.872,0.9,0.9,307154
893,2023-09-14,0.9,0.92,0.87,0.8935,0.8935,212027
894,2023-09-15,0.899,0.9095,0.8325,0.8325,0.8325,605501
895,2023-09-18,0.8325,0.8555,0.77,0.771,0.771,584506
896,2023-09-19,0.764,0.7875,0.73,0.749,0.749,384725
897,2023-09-20,0.744,0.8,0.744,0.77,0.77,313336
898,2023-09-21,0.762,0.7685,0.7455,0.7625,0.7625,136090
899,2023-09-22,0.77,0.78,0.745,0.78,0.78,92784
900,2023-09-25,0.78,0.791,0.7415,0.742,0.742,228076
901,2023-09-26,0.742,0.75,0.72,0.75,0.75,159011
902,2023-09-27,0.7575,0.7575,0.725,0.75,0.75,117525
903,2023-09-28,0.743,0.743,0.6755,0.68,0.68,404557
904,2023-09-29,0.68,0.74,0.68,0.72,0.72,253572
905,2023-10-02,0.71,0.74,0.709,0.7155,0.7155,118307
906,2023-10-03,0.71,0.712,0.682,0.6995,0.6995,138563
907,2023-10-04,0.69,0.69,0.671,0.671,0.671,67995
908,2023-10-05,0.67,0.6895,0.6555,0.666,0.666,144518
909,2023-10-06,0.665,0.685,0.63,0.6345,0.6345,250634
910,2023-10-09,0.6,0.64,0.59,0.614,0.614,449154
911,2023-10-10,0.625,0.65,0.621,0.648,0.648,118687
912,2023-10-11,0.649,0.687,0.635,0.642,0.642,329300
913,2023-10-12,0.655,0.655,0.6105,0.626,0.626,59779
914,2023-10-13,0.63,0.634,0.5905,0.5905,0.5905,173450
915,2023-10-16,0.6,0.6015,0.562,0.565,0.565,184591
916,2023-10-17,0.57,0.58,0.561,0.5685,0.5685,65532
917,2023-10-18,0.551,0.5715,0.54,0.55,0.55,171572
918,2023-10-19,0.55,0.55,0.5105,0.5365,0.5365,232597
919,2023-10-20,0.52,0.5495,0.52,0.522,0.522,175813
920,2023-10-23,0.52,0.5385,0.5165,0.535,0.535,122617
921,2023-10-24,0.535,0.5585,0.535,0.54,0.54,123469
922,2023-10-25,0.5405,0.5405,0.5,0.5075,0.5075,186063
923,2023-10-26,0.5075,0.5195,0.4684,0.4704,0.4704,408424
924,2023-10-27,0.4706,0.4898,0.461,0.48,0.48,166421
925,2023-10-30,0.48,0.48,0.452,0.4618,0.4618,230298
926,2023-10-31,0.468,0.4738,0.4544,0.4696,0.4696,127234
927,2023-11-01,0.46,0.59,0.46,0.59,0.59,378158
928,2023-11-02,0.555,0.63,0.54,0.56,0.56,757429
929,2023-11-03,0.56,0.5975,0.5335,0.576,0.576,220032
930,2023-11-06,0.57,0.575,0.5155,0.536,0.536,222302
931,2023-11-07,0.532,0.7185,0.524,0.705,0.705,1769011
932,2023-11-08,0.7005,0.7005,0.6305,0.6305,0.6305,603132
933,2023-11-09,0.65,0.6735,0.629,0.6385,0.6385,216291
934,2023-11-10,0.6385,0.64,0.6055,0.606,0.606,160121
935,2023-11-13,0.61,0.6355,0.6015,0.605,0.605,119862
936,2023-11-14,0.605,0.6385,0.605,0.614,0.614,177352
937,2023-11-15,0.639,0.639,0.597,0.6005,0.6005,192163
938,2023-11-16,0.601,0.61,0.595,0.603,0.603,89845
939,2023-11-17,0.6145,0.6145,0.6,0.604,0.604,54696
940,2023-11-20,0.61,0.61,0.5905,0.591,0.591,48089
941,2023-11-21,0.6,0.6,0.5805,0.5805,0.5805,105913
942,2023-11-22,0.5805,0.585,0.56,0.56,0.56,129912
943,2023-11-23,0.628,0.6895,0.6045,0.645,0.645,1135712
944,2023-11-24,0.665,0.6695,0.611,0.616,0.616,279254
945,2023-11-27,0.611,0.755,0.611,0.755,0.755,1501169
946,2023-11-28,0.75,0.898,0.7325,0.826,0.826,1719620
947,2023-11-29,0.815,0.85,0.74,0.83,0.83,978202
948,2023-11-30,0.848,0.85,0.749,0.749,0.749,628398
949,2023-12-01,0.722,0.77,0.7005,0.7475,0.7475,511471
950,2023-12-04,0.749,0.7495,0.71,0.712,0.712,174862
951,2023-12-05,0.71,0.7235,0.675,0.694,0.694,364729
952,2023-12-06,0.691,0.6995,0.682,0.692,0.692,155807
953,2023-12-07,0.692,0.777,0.679,0.7335,0.7335,741595
954,2023-12-08,0.744,0.832,0.744,0.805,0.805,1096783
955,2023-12-11,0.78,0.824,0.763,0.794,0.794,442081
956,2023-12-12,0.794,0.81,0.7655,0.7735,0.7735,224675
957,2023-12-13,0.774,0.797,0.736,0.74,0.74,345899
958,2023-12-14,0.752,0.752,0.712,0.715,0.715,240207
959,2023-12-15,0.7375,0.75,0.73,0.743,0.743,267177
960,2023-12-18,0.72,0.797,0.719,0.762,0.762,375695
961,2023-12-19,0.7605,0.7835,0.731,0.75,0.75,216443
962,2023-12-20,0.76,0.76,0.7225,0.726,0.726,192753
963,2023-12-21,0.73,0.7395,0.709,0.719,0.719,158142
964,2023-12-22,0.711,0.7125,0.684,0.71,0.71,229617
965,2023-12-27,0.696,0.7495,0.696,0.71,0.71,405146
966,2023-12-28,0.73,0.73,0.7,0.71,0.71,91121
967,2023-12-29,0.701,0.72,0.701,0.713,0.713,89449
968,2024-01-02,0.72,0.72,0.704,0.7135,0.7135,54674
969,2024-01-03,0.72,0.72,0.68,0.685,0.685,215560
970,2024-01-04,0.685,0.6985,0.6805,0.692,0.692,55791
971,2024-01-05,0.6855,0.6885,0.661,0.6715,0.6715,179314
972,2024-01-08,0.66,0.6765,0.656,0.669,0.669,114949
973,2024-01-09,0.66,0.669,0.64,0.6405,0.6405,322028
974,2024-01-10,0.6495,0.6805,0.64,0.658,0.658,276760
975,2024-01-11,0.66,0.66,0.622,0.625,0.625,163970
976,2024-01-12,0.64,0.655,0.62,0.653,0.653,127168
977,2024-01-15,0.6315,0.6395,0.623,0.631,0.631,45635
978,2024-01-16,0.6205,0.6325,0.6205,0.622,0.622,21237
979,2024-01-17,0.6205,0.63,0.61,0.62,0.62,111049
980,2024-01-18,0.6195,0.6285,0.6065,0.625,0.625,79590
981,2024-01-19,0.625,0.6295,0.606,0.606,0.606,80821
982,2024-01-22,0.6025,0.61,0.5925,0.608,0.608,168343
983,2024-01-23,0.6,0.6085,0.59,0.5985,0.5985,65294
984,2024-01-24,0.5905,0.6,0.555,0.558,0.558,531531
985,2024-01-25,0.566,0.5695,0.5415,0.5665,0.5665,120483
986,2024-01-26,0.5665,0.58,0.543,0.555,0.555,138775
987,2024-01-29,0.56,0.57,0.55,0.565,0.565,73322
988,2024-01-30,0.56,0.574,0.555,0.57,0.57,38815
989,2024-01-31,0.575,0.644,0.575,0.6155,0.6155,465204
990,2024-02-01,0.61,0.64,0.6015,0.629,0.629,123884
991,2024-02-02,0.629,0.629,0.592,0.608,0.608,62353
992,2024-02-05,0.6005,0.613,0.571,0.58,0.58,105634
993,2024-02-06,0.572,0.5845,0.555,0.557,0.557,113845
994,2024-02-07,0.5605,0.569,0.548,0.548,0.548,67175
995,2024-02-08,0.56,0.575,0.547,0.5585,0.5585,65167
996,2024-02-09,0.56,0.588,0.56,0.576,0.576,100195
997,2024-02-12,0.5615,0.5775,0.5615,0.5695,0.5695,47164
998,2024-02-13,0.562,0.594,0.56,0.561,0.561,82570
999,2024-02-14,0.5605,0.5875,0.5605,0.5615,0.5615,62441
1000,2024-02-15,0.58,0.58,0.56,0.5685,0.5685,78878
1001,2024-02-16,0.5615,0.577,0.56,0.5615,0.5615,93872
1002,2024-02-19,0.56,0.57,0.549,0.553,0.553,104899
1003,2024-02-20,0.553,0.5645,0.5425,0.559,0.559,109016
1004,2024-02-21,0.5695,0.5695,0.5505,0.555,0.555,65178
1005,2024-02-22,0.56,0.5685,0.55,0.5585,0.5585,56977
1006,2024-02-23,0.5585,0.5695,0.5505,0.564,0.564,53091
1007,2024-02-26,0.55,0.56,0.5235,0.53,0.53,279861
1008,2024-02-27,0.52,0.5365,0.5105,0.53,0.53,147132
1009,2024-02-28,0.531,0.536,0.515,0.53,0.53,87291
1010,2024-02-29,0.52,0.5295,0.515,0.515,0.515,48895
1011,2024-03-01,0.515,0.53,0.515,0.5245,0.5245,54782
1012,2024-03-04,0.52,0.534,0.515,0.525,0.525,53771
1013,2024-03-05,0.52,0.536,0.52,0.524,0.524,59593
1014,2024-03-06,0.52,0.527,0.507,0.525,0.525,45366
1015,2024-03-07,0.525,0.525,0.5,0.508,0.508,196328
1016,2024-03-08,0.51,0.519,0.4932,0.506,0.506,154454
1017,2024-03-11,0.51,0.5175,0.5005,0.5055,0.5055,37013
1018,2024-03-12,0.506,0.518,0.505,0.518,0.518,53942
1019,2024-03-13,0.52,0.53,0.5115,0.53,0.53,65143
1020,2024-03-14,0.52,0.53,0.52,0.53,0.53,32160
1021,2024-03-15,0.527,0.545,0.514,0.545,0.545,104881
1022,2024-03-18,0.545,0.545,0.53,0.54,0.54,41860
1023,2024-03-19,0.516,0.5345,0.516,0.527,0.527,62884
1024,2024-03-20,0.516,0.527,0.4992,0.506,0.506,138802
1025,2024-03-21,0.505,0.5165,0.505,0.509,0.509,30454
1026,2024-03-22,0.509,0.53,0.501,0.521,0.521,91017
1027,2024-03-25,0.521,0.53,0.52,0.5215,0.5215,74703
1028,2024-03-26,0.525,0.53,0.51,0.5165,0.5165,71015
1029,2024-03-27,0.51,0.52,0.505,0.515,0.515,85622
1030,2024-03-28,0.522,0.522,0.505,0.517,0.517,108252
1031,2024-04-02,0.506,0.516,0.506,0.508,0.508,57407
1032,2024-04-03,0.506,0.515,0.505,0.509,0.509,34484
1033,2024-04-04,0.516,0.516,0.505,0.51,0.51,61697
1034,2024-04-05,0.505,0.516,0.505,0.515,0.515,69114
1035,2024-04-08,0.51,0.624,0.509,0.59,0.59,665742
1036,2024-04-09,0.6,0.619,0.589,0.59,0.59,167946
1037,2024-04-10,0.604,0.619,0.587,0.604,0.604,135422
1038,2024-04-11,0.604,0.604,0.579,0.587,0.587,97416
1039,2024-04-12,0.576,0.596,0.575,0.593,0.593,102461
